0.00  0.690  0.347  0.375  0.375  0.362
0.01  0.637  0.309  0.353  0.353  0.339
0.02  0.586  0.274  0.328  0.328  0.317
0.03  0.537  0.244  0.291  0.291  0.296
0.04  0.493  0.214  0.237  0.237  0.274
0.05  0.446  0.185  0.167  0.167  0.253
0.06  0.393  0.161  0.090  0.090  0.232
0.07  0.334  0.138  0.021  0.021  0.212
0.08  0.269  0.114 -0.028 -0.028  0.192
0.09  0.204  0.095 -0.052 -0.052  0.172
0.10  0.145  0.080 -0.059 -0.059  0.153
0.11  0.099  0.069 -0.058 -0.058  0.133
0.12  0.072  0.067 -0.061 -0.061  0.114
0.13  0.062  0.068 -0.065 -0.065  0.096
0.14  0.062  0.068 -0.064 -0.064  0.077
0.15  0.061  0.061 -0.057 -0.057  0.059
0.16  0.050  0.048 -0.047 -0.047  0.041
0.17  0.026  0.030 -0.038 -0.038  0.024
0.18 -0.007  0.013 -0.037 -0.037  0.006
0.19 -0.041 -0.002 -0.051 -0.051 -0.011
0.20 -0.074 -0.018 -0.060 -0.060 -0.028
0.21 -0.105 -0.036 -0.051 -0.051 -0.044
0.22 -0.137 -0.051 -0.044 -0.044 -0.061
0.23 -0.170 -0.060 -0.034 -0.034 -0.077
0.24 -0.203 -0.065 -0.014 -0.014 -0.093
0.25 -0.228 -0.067  0.016  0.016 -0.109
0.26 -0.241 -0.075  0.051  0.051 -0.124
0.27 -0.243 -0.087  0.082  0.082 -0.139
0.28 -0.235 -0.100  0.094  0.094 -0.154
0.29 -0.224 -0.110  0.083  0.083 -0.169
0.30 -0.217 -0.123  0.059  0.059 -0.184
0.31 -0.215 -0.141  0.031  0.031 -0.198
0.32 -0.221 -0.161  0.002  0.002 -0.212
0.33 -0.236 -0.185 -0.026 -0.026 -0.226
0.34 -0.260 -0.207 -0.051 -0.051 -0.240
0.35 -0.289 -0.216 -0.073 -0.073 -0.254
0.36 -0.318 -0.216 -0.092 -0.092 -0.267
0.37 -0.340 -0.210 -0.107 -0.107 -0.280
0.38 -0.349 -0.200 -0.122 -0.122 -0.293
0.39 -0.350 -0.187 -0.137 -0.137 -0.306
0.40 -0.344 -0.169 -0.153 -0.153 -0.319
0.41 -0.331 -0.148 -0.168 -0.168 -0.331
0.42 -0.316 -0.127 -0.183 -0.183 -0.344
0.43 -0.305 -0.104 -0.195 -0.195 -0.356
0.44 -0.297 -0.082 -0.204 -0.204 -0.368
0.45 -0.288 -0.062 -0.211 -0.211 -0.379
0.46 -0.277 -0.044 -0.217 -0.217 -0.391
0.47 -0.270 -0.031 -0.223 -0.223 -0.402
0.48 -0.271 -0.021 -0.228 -0.228 -0.414
0.49 -0.283 -0.017 -0.236 -0.236 -0.425
0.50 -0.306 -0.017 -0.248 -0.248 -0.436
0.51 -0.340 -0.025 -0.264 -0.264 -0.446
0.52 -0.379 -0.037 -0.276 -0.276 -0.457
0.53 -0.418 -0.048 -0.281 -0.281 -0.467
0.54 -0.455 -0.054 -0.285 -0.285 -0.478
0.55 -0.487 -0.054 -0.287 -0.287 -0.488
0.56 -0.514 -0.048 -0.284 -0.284 -0.498
0.57 -0.534 -0.039 -0.275 -0.275 -0.508
0.58 -0.544 -0.029 -0.267 -0.267 -0.517
0.59 -0.549 -0.021 -0.265 -0.265 -0.527
0.60 -0.550 -0.016 -0.265 -0.265 -0.536
0.61 -0.551 -0.013 -0.271 -0.271 -0.546
0.62 -0.552 -0.014 -0.273 -0.273 -0.555
0.63 -0.558 -0.019 -0.269 -0.269 -0.564
0.64 -0.572 -0.026 -0.265 -0.265 -0.573
0.65 -0.590 -0.036 -0.259 -0.259 -0.581
0.66 -0.614 -0.048 -0.253 -0.253 -0.590
0.67 -0.645 -0.061 -0.249 -0.249 -0.598
0.68 -0.678 -0.074 -0.248 -0.248 -0.607
0.69 -0.710 -0.089 -0.250 -0.250 -0.615
0.70 -0.742 -0.108 -0.253 -0.253 -0.623
0.71 -0.772 -0.132 -0.257 -0.257 -0.631
0.72 -0.799 -0.160 -0.262 -0.262 -0.639
0.73 -0.820 -0.190 -0.269 -0.269 -0.646
0.74 -0.839 -0.223 -0.277 -0.277 -0.654
0.75 -0.856 -0.255 -0.282 -0.282 -0.661
0.76 -0.872 -0.282 -0.285 -0.285 -0.668
0.77 -0.884 -0.303 -0.284 -0.284 -0.676
0.78 -0.891 -0.317 -0.276 -0.276 -0.683
0.79 -0.892 -0.325 -0.262 -0.262 -0.690
0.80 -0.887 -0.324 -0.241 -0.241 -0.697
0.81 -0.876 -0.317 -0.213 -0.213 -0.703
0.82 -0.861 -0.304 -0.184 -0.184 -0.710
0.83 -0.842 -0.286 -0.161 -0.161 -0.716
0.84 -0.822 -0.264 -0.147 -0.147 -0.723
0.85 -0.800 -0.242 -0.139 -0.139 -0.729
0.86 -0.778 -0.220 -0.131 -0.131 -0.735
0.87 -0.758 -0.198 -0.124 -0.124 -0.741
0.88 -0.742 -0.178 -0.113 -0.113 -0.747
0.89 -0.732 -0.158 -0.099 -0.099 -0.753
0.90 -0.725 -0.137 -0.081 -0.081 -0.759
0.91 -0.722 -0.114 -0.060 -0.060 -0.764
0.92 -0.720 -0.091 -0.037 -0.037 -0.770
0.93 -0.719 -0.070 -0.018 -0.018 -0.775
0.94 -0.717 -0.049 -0.005 -0.005 -0.781
0.95 -0.714 -0.030  0.002  0.002 -0.786
0.96 -0.710 -0.012  0.004  0.004 -0.791
0.97 -0.706  0.005  0.004  0.004 -0.796
0.98 -0.704  0.019  0.007  0.007 -0.801
0.99 -0.700  0.033  0.014  0.014 -0.806
1.00 -0.691  0.048  0.025  0.025 -0.811
1.01 -0.683  0.066  0.043  0.043 -0.815
1.02 -0.673  0.084  0.067  0.067 -0.820
1.03 -0.663  0.106  0.092  0.092 -0.824
1.04 -0.653  0.133  0.114  0.114 -0.829
1.05 -0.643  0.166  0.140  0.140 -0.833
1.06 -0.633  0.207  0.169  0.169 -0.837
1.07 -0.620  0.254  0.201  0.201 -0.841
1.08 -0.606  0.311  0.237  0.237 -0.845
1.09 -0.587  0.375  0.278  0.278 -0.849
1.10 -0.569  0.445  0.318  0.318 -0.853
1.11 -0.549  0.513  0.353  0.353 -0.857
1.12 -0.532  0.577  0.379  0.379 -0.860
1.13 -0.516  0.635  0.397  0.397 -0.864
1.14 -0.502  0.686  0.413  0.413 -0.868
1.15 -0.492  0.726  0.428  0.428 -0.871
1.16 -0.487  0.762  0.445  0.445 -0.874
1.17 -0.486  0.791  0.469  0.469 -0.878
1.18 -0.489  0.813  0.499  0.499 -0.881
1.19 -0.493  0.831  0.535  0.535 -0.884
1.20 -0.498  0.846  0.575  0.575 -0.887
1.21 -0.503  0.860  0.613  0.613 -0.890
1.22 -0.508  0.876  0.648  0.648 -0.893
1.23 -0.510  0.891  0.680  0.680 -0.895
1.24 -0.510  0.908  0.710  0.710 -0.898
1.25 -0.505  0.928  0.738  0.738 -0.901
1.26 -0.496  0.951  0.767  0.767 -0.903
1.27 -0.484  0.979  0.794  0.794 -0.906
1.28 -0.470  1.012  0.820  0.820 -0.908
1.29 -0.456  1.047  0.846  0.846 -0.910
1.30 -0.439  1.083  0.871  0.871 -0.913
1.31 -0.422  1.119  0.897  0.897 -0.915
1.32 -0.403  1.154  0.924  0.924 -0.917
1.33 -0.384  1.189  0.954  0.954 -0.919
1.34 -0.364  1.222  0.988  0.988 -0.921
1.35 -0.345  1.255  1.027  1.027 -0.923
1.36 -0.326  1.289  1.070  1.070 -0.925
1.37 -0.308  1.324  1.117  1.117 -0.926
1.38 -0.289  1.360  1.164  1.164 -0.928
1.39 -0.271  1.397  1.207  1.207 -0.930
1.40 -0.253  1.435  1.245  1.245 -0.931
1.41 -0.235  1.473  1.281  1.281 -0.933
1.42 -0.216  1.508  1.317  1.317 -0.934
1.43 -0.196  1.542  1.352  1.352 -0.935
1.44 -0.174  1.574  1.386  1.386 -0.937
1.45 -0.152  1.602  1.418  1.418 -0.938
1.46 -0.130  1.630  1.449  1.449 -0.939
1.47 -0.108  1.658  1.476  1.476 -0.940
1.48 -0.085  1.684  1.501  1.501 -0.941
1.49 -0.062  1.709  1.523  1.523 -0.942
1.50 -0.037  1.733  1.542  1.542 -0.943
1.51 -0.011  1.758  1.560  1.560 -0.944
1.52  0.015  1.782  1.580  1.580 -0.944
1.53  0.044  1.807  1.603  1.603 -0.945
1.54  0.074  1.832  1.631  1.631 -0.946
1.55  0.107  1.859  1.663  1.663 -0.946
1.56  0.142  1.888  1.700  1.700 -0.947
1.57  0.180  1.921  1.740  1.740 -0.947
1.58  0.219  1.955  1.783  1.783 -0.948
1.59  0.260  1.989  1.822  1.822 -0.948
1.60  0.302  2.025  1.847  1.847 -0.948
1.61  0.346  2.061  1.863  1.863 -0.948
1.62  0.390  2.093  1.878  1.878 -0.949
1.63  0.433  2.122  1.896  1.896 -0.949
1.64  0.476  2.147  1.917  1.917 -0.949
1.65  0.516  2.172  1.941  1.941 -0.949
1.66  0.553  2.198  1.966  1.966 -0.949
1.67  0.586  2.225  1.994  1.994 -0.949
1.68  0.618  2.255  2.022  2.022 -0.948
1.69  0.651  2.283  2.052  2.052 -0.948
1.70  0.685  2.310  2.084  2.084 -0.948
1.71  0.720  2.333  2.118  2.118 -0.947
1.72  0.755  2.360  2.152  2.152 -0.947
1.73  0.791  2.393  2.186  2.186 -0.947
1.74  0.829  2.425  2.223  2.223 -0.946
1.75  0.871  2.456  2.268  2.268 -0.946
1.76  0.913  2.487  2.321  2.321 -0.945
1.77  0.957  2.521  2.382  2.382 -0.944
1.78  1.003  2.559  2.450  2.450 -0.944
1.79  1.052  2.598  2.521  2.521 -0.943
1.80  1.103  2.639  2.590  2.590 -0.942
1.81  1.156  2.679  2.648  2.648 -0.941
1.82  1.209  2.718  2.695  2.695 -0.940
1.83  1.264  2.755  2.735  2.735 -0.939
1.84  1.320  2.787  2.772  2.772 -0.938
1.85  1.374  2.817  2.806  2.806 -0.937
1.86  1.427  2.841  2.837  2.837 -0.936
1.87  1.476  2.863  2.867  2.867 -0.935
1.88  1.519  2.882  2.899  2.899 -0.934
1.89  1.556  2.899  2.936  2.936 -0.932
1.90  1.591  2.914  2.976  2.976 -0.931
1.91  1.625  2.927  3.020  3.020 -0.930
1.92  1.655  2.937  3.066  3.066 -0.928
1.93  1.683  2.946  3.113  3.113 -0.927
1.94  1.709  2.958  3.157  3.157 -0.925
1.95  1.734  2.974  3.200  3.200 -0.924
1.96  1.759  2.989  3.243  3.243 -0.922
1.97  1.785  3.004  3.289  3.289 -0.920
1.98  1.807  3.018  3.335  3.335 -0.919
1.99  1.828  3.030  3.377  3.377 -0.917
2.00  1.848  3.041  3.416  3.416 -0.915
2.01  1.870  3.052  3.455  3.455 -0.913
2.02  1.892  3.062  3.497  3.497 -0.912
2.03  1.912  3.072  3.540  3.540 -0.910
2.04  1.930  3.081  3.582  3.582 -0.908
2.05  1.947  3.086  3.620  3.620 -0.906
2.06  1.961  3.091  3.654  3.654 -0.904
2.07  1.974  3.095  3.685  3.685 -0.902
2.08  1.987  3.100  3.713  3.713 -0.899
2.09  1.997  3.103  3.739  3.739 -0.897
2.10  2.007  3.105  3.765  3.765 -0.895
2.11  2.016  3.107  3.792  3.792 -0.893
2.12  2.024  3.109  3.820  3.820 -0.890
2.13  2.031  3.111  3.853  3.853 -0.888
2.14  2.038  3.113  3.891  3.891 -0.886
2.15  2.045  3.114  3.931  3.931 -0.883
2.16  2.051  3.117  3.974  3.974 -0.881
2.17  2.058  3.122  4.019  4.019 -0.878
2.18  2.064  3.125  4.065  4.065 -0.876
2.19  2.070  3.127  4.112  4.112 -0.873
2.20  2.077  3.131  4.158  4.158 -0.871
2.21  2.083  3.140  4.200  4.200 -0.868
2.22  2.089  3.152  4.235  4.235 -0.865
2.23  2.095  3.163  4.263  4.263 -0.862
2.24  2.102  3.173  4.283  4.283 -0.860
2.25  2.110  3.184  4.296  4.296 -0.857
2.26  2.118  3.195  4.303  4.303 -0.854
2.27  2.127  3.207  4.304  4.304 -0.851
2.28  2.137  3.218  4.301  4.301 -0.848
2.29  2.147  3.228  4.298  4.298 -0.845
2.30  2.157  3.239  4.296  4.296 -0.842
2.31  2.168  3.250  4.295  4.295 -0.839
2.32  2.179  3.262  4.295  4.295 -0.836
2.33  2.189  3.275  4.293  4.293 -0.833
2.34  2.200  3.289  4.291  4.291 -0.830
2.35  2.211  3.303  4.288  4.288 -0.827
2.36  2.222  3.317  4.285  4.285 -0.823
2.37  2.233  3.333  4.283  4.283 -0.820
2.38  2.244  3.351  4.282  4.282 -0.817
2.39  2.255  3.370  4.280  4.280 -0.813
2.40  2.266  3.390  4.279  4.279 -0.810
2.41  2.277  3.410  4.279  4.279 -0.807
2.42  2.289  3.431  4.280  4.280 -0.803
2.43  2.300  3.452  4.281  4.281 -0.800
2.44  2.311  3.475  4.284  4.284 -0.796
2.45  2.322  3.500  4.290  4.290 -0.793
2.46  2.334  3.526  4.296  4.296 -0.789
2.47  2.345  3.549  4.302  4.302 -0.785
2.48  2.356  3.572  4.308  4.308 -0.782
2.49  2.368  3.596  4.316  4.316 -0.778
2.50  2.379  3.623  4.324  4.324 -0.774
2.51  2.391  3.651  4.331  4.331 -0.771
2.52  2.402  3.678  4.337  4.337 -0.767
2.53  2.414  3.706  4.340  4.340 -0.763
2.54  2.425  3.734  4.339  4.339 -0.759
2.55  2.437  3.762  4.333  4.333 -0.755
2.56  2.449  3.792  4.324  4.324 -0.751
2.57  2.460  3.824  4.315  4.315 -0.747
2.58  2.472  3.858  4.305  4.305 -0.743
2.59  2.484  3.890  4.295  4.295 -0.739
2.60  2.495  3.921  4.283  4.283 -0.735
2.61  2.507  3.952  4.269  4.269 -0.731
2.62  2.519  3.983  4.255  4.255 -0.727
2.63  2.531  4.017  4.242  4.242 -0.723
2.64  2.543  4.052  4.232  4.232 -0.719
2.65  2.555  4.087  4.225  4.225 -0.714
2.66  2.567  4.122  4.221  4.221 -0.710
2.67  2.579  4.160  4.220  4.220 -0.706
2.68  2.591  4.198  4.220  4.220 -0.702
2.69  2.603  4.233  4.220  4.220 -0.697
2.70  2.615  4.268  4.223  4.223 -0.693
2.71  2.627  4.306  4.228  4.228 -0.689
2.72  2.639  4.346  4.234  4.234 -0.684
2.73  2.651  4.387  4.241  4.241 -0.680
2.74  2.663  4.428  4.246  4.246 -0.675
2.75  2.675  4.469  4.251  4.251 -0.671
2.76  2.687  4.510  4.255  4.255 -0.666
2.77  2.699  4.551  4.259  4.259 -0.662
2.78  2.711  4.592  4.265  4.265 -0.657
2.79  2.723  4.632  4.272  4.272 -0.652
2.80  2.735  4.673  4.279  4.279 -0.648
2.81  2.747  4.713  4.286  4.286 -0.643
2.82  2.759  4.753  4.294  4.294 -0.638
2.83  2.771  4.794  4.303  4.303 -0.634
2.84  2.782  4.835  4.314  4.314 -0.629
2.85  2.794  4.876  4.327  4.327 -0.624
2.86  2.806  4.918  4.342  4.342 -0.619
2.87  2.818  4.960  4.357  4.357 -0.614
2.88  2.830  5.001  4.373  4.373 -0.609
2.89  2.841  5.043  4.389  4.389 -0.605
2.90  2.853  5.084  4.406  4.406 -0.600
2.91  2.864  5.126  4.425  4.425 -0.595
2.92  2.876  5.168  4.447  4.447 -0.590
2.93  2.888  5.210  4.471  4.471 -0.585
2.94  2.899  5.253  4.497  4.497 -0.580
2.95  2.910  5.297  4.527  4.527 -0.575
2.96  2.922  5.340  4.558  4.558 -0.569
2.97  2.933  5.383  4.588  4.588 -0.564
2.98  2.944  5.426  4.618  4.618 -0.559
2.99  2.955  5.468  4.647  4.647 -0.554
3.00  2.966  5.509  4.677  4.677 -0.549
3.01  2.977  5.549  4.707  4.707 -0.544
3.02  2.988  5.589  4.738  4.738 -0.538
3.03  2.999  5.628  4.767  4.767 -0.533
3.04  3.010  5.666  4.795  4.795 -0.528
3.05  3.020  5.703  4.822  4.822 -0.522
3.06  3.031  5.740  4.849  4.849 -0.517
3.07  3.041  5.776  4.874  4.874 -0.512
3.08  3.052  5.811  4.900  4.900 -0.506
3.09  3.062  5.846  4.924  4.924 -0.501
3.10  3.072  5.880  4.947  4.947 -0.495
3.11  3.082  5.914  4.970  4.970 -0.490
3.12  3.092  5.947  4.991  4.991 -0.484
3.13  3.102  5.980  5.010  5.010 -0.479
3.14  3.112  6.013  5.029  5.029 -0.473
3.15  3.122  6.045  5.047  5.047 -0.468
3.16  3.131  6.078  5.065  5.065 -0.462
3.17  3.141  6.110  5.084  5.084 -0.457
3.18  3.150  6.142  5.105  5.105 -0.451
3.19  3.159  6.173  5.127  5.127 -0.445
3.20  3.168  6.205  5.152  5.152 -0.440
3.21  3.177  6.235  5.180  5.180 -0.434
3.22  3.186  6.266  5.211  5.211 -0.428
3.23  3.195  6.296  5.246  5.246 -0.422
3.24  3.204  6.326  5.284  5.284 -0.417
3.25  3.212  6.356  5.327  5.327 -0.411
