0.00  2.574  5.555  1.259  1.259  2.053
0.01  2.580  5.384  1.236  1.236  2.024
0.02  2.577  5.223  1.212  1.212  1.995
0.03  2.567  5.070  1.186  1.186  1.966
0.04  2.549  4.924  1.157  1.157  1.938
0.05  2.523  4.785  1.124  1.124  1.910
0.06  2.490  4.653  1.085  1.085  1.882
0.07  2.451  4.527  1.041  1.041  1.854
0.08  2.407  4.407  0.992  0.992  1.827
0.09  2.358  4.291  0.942  0.942  1.800
0.10  2.307  4.181  0.899  0.899  1.773
0.11  2.253  4.074  0.867  0.867  1.747
0.12  2.198  3.972  0.840  0.840  1.721
0.13  2.144  3.875  0.811  0.811  1.695
0.14  2.092  3.780  0.786  0.786  1.669
0.15  2.043  3.689  0.766  0.766  1.644
0.16  1.999  3.602  0.747  0.747  1.619
0.17  1.961  3.518  0.731  0.731  1.594
0.18  1.928  3.436  0.714  0.714  1.569
0.19  1.901  3.357  0.698  0.698  1.545
0.20  1.879  3.281  0.686  0.686  1.521
0.21  1.861  3.208  0.680  0.680  1.497
0.22  1.848  3.136  0.681  0.681  1.473
0.23  1.838  3.067  0.694  0.694  1.449
0.24  1.831  3.000  0.715  0.715  1.426
0.25  1.829  2.936  0.733  0.733  1.403
0.26  1.829  2.873  0.739  0.739  1.380
0.27  1.833  2.812  0.731  0.731  1.358
0.28  1.840  2.752  0.718  0.718  1.335
0.29  1.848  2.695  0.702  0.702  1.313
0.30  1.857  2.638  0.686  0.686  1.291
0.31  1.866  2.584  0.669  0.669  1.269
0.32  1.875  2.531  0.652  0.652  1.247
0.33  1.882  2.479  0.636  0.636  1.226
0.34  1.887  2.429  0.621  0.621  1.205
0.35  1.889  2.380  0.606  0.606  1.183
0.36  1.885  2.332  0.591  0.591  1.163
0.37  1.874  2.286  0.575  0.575  1.142
0.38  1.857  2.241  0.561  0.561  1.121
0.39  1.834  2.196  0.546  0.546  1.101
0.40  1.805  2.153  0.531  0.531  1.081
0.41  1.771  2.111  0.516  0.516  1.061
0.42  1.731  2.070  0.502  0.502  1.041
0.43  1.687  2.030  0.487  0.487  1.021
0.44  1.639  1.991  0.473  0.473  1.001
0.45  1.588  1.952  0.459  0.459  0.982
0.46  1.537  1.915  0.445  0.445  0.963
0.47  1.485  1.878  0.431  0.431  0.944
0.48  1.432  1.842  0.417  0.417  0.925
0.49  1.381  1.807  0.403  0.403  0.906
0.50  1.332  1.773  0.388  0.388  0.887
0.51  1.285  1.741  0.374  0.374  0.869
0.52  1.239  1.709  0.359  0.359  0.850
0.53  1.195  1.679  0.343  0.343  0.832
0.54  1.154  1.649  0.325  0.325  0.814
0.55  1.117  1.622  0.306  0.306  0.796
0.56  1.085  1.593  0.285  0.285  0.778
0.57  1.057  1.566  0.263  0.263  0.761
0.58  1.034  1.536  0.241  0.241  0.743
0.59  1.015  1.508  0.219  0.219  0.726
0.60  0.999  1.478  0.199  0.199  0.709
0.61  0.987  1.451  0.181  0.181  0.692
0.62  0.978  1.425  0.166  0.166  0.675
0.63  0.972  1.399  0.154  0.154  0.658
0.64  0.969  1.374  0.140  0.140  0.641
0.65  0.968  1.349  0.125  0.125  0.624
0.66  0.970  1.326  0.112  0.112  0.608
0.67  0.975  1.303  0.100  0.100  0.592
0.68  0.981  1.280  0.088  0.088  0.575
0.69  0.989  1.258  0.077  0.077  0.559
0.70  0.998  1.235  0.067  0.067  0.543
0.71  1.006  1.212  0.057  0.057  0.527
0.72  1.015  1.187  0.046  0.046  0.511
0.73  1.023  1.163  0.036  0.036  0.496
0.74  1.032  1.139  0.025  0.025  0.480
0.75  1.040  1.112  0.015  0.015  0.465
0.76  1.047  1.084  0.007  0.007  0.449
0.77  1.054  1.055 -0.000 -0.000  0.434
0.78  1.060  1.023 -0.006 -0.006  0.419
0.79  1.065  0.992 -0.010 -0.010  0.404
0.80  1.069  0.958 -0.012 -0.012  0.389
0.81  1.070  0.924 -0.013 -0.013  0.374
0.82  1.069  0.891 -0.015 -0.015  0.359
0.83  1.066  0.856 -0.020 -0.020  0.345
0.84  1.062  0.817 -0.029 -0.029  0.330
0.85  1.055  0.780 -0.041 -0.041  0.316
0.86  1.046  0.742 -0.055 -0.055  0.302
0.87  1.035  0.704 -0.070 -0.070  0.287
0.88  1.023  0.667 -0.084 -0.084  0.273
0.89  1.008  0.633 -0.097 -0.097  0.259
0.90  0.992  0.604 -0.108 -0.108  0.245
0.91  0.974  0.577 -0.118 -0.118  0.231
0.92  0.955  0.555 -0.129 -0.129  0.218
0.93  0.934  0.536 -0.141 -0.141  0.204
0.94  0.912  0.519 -0.153 -0.153  0.190
0.95  0.890  0.506 -0.164 -0.164  0.177
0.96  0.866  0.490 -0.175 -0.175  0.163
0.97  0.841  0.473 -0.186 -0.186  0.150
0.98  0.816  0.456 -0.197 -0.197  0.137
0.99  0.790  0.440 -0.209 -0.209  0.124
1.00  0.763  0.425 -0.220 -0.220  0.111
1.01  0.736  0.412 -0.232 -0.232  0.098
1.02  0.709  0.398 -0.243 -0.243  0.085
1.03  0.681  0.386 -0.255 -0.255  0.072
1.04  0.654  0.374 -0.267 -0.267  0.059
1.05  0.628  0.362 -0.277 -0.277  0.047
1.06  0.602  0.350 -0.286 -0.286  0.034
1.07  0.577  0.340 -0.293 -0.293  0.022
1.08  0.554  0.329 -0.299 -0.299  0.009
1.09  0.529  0.320 -0.306 -0.306 -0.003
1.10  0.509  0.315 -0.313 -0.313 -0.015
1.11  0.486  0.310 -0.318 -0.318 -0.028
1.12  0.466  0.308 -0.323 -0.323 -0.040
1.13  0.444  0.305 -0.327 -0.327 -0.052
1.14  0.422  0.303 -0.333 -0.333 -0.064
1.15  0.402  0.301 -0.340 -0.340 -0.076
1.16  0.378  0.295 -0.349 -0.349 -0.087
1.17  0.359  0.289 -0.359 -0.359 -0.099
1.18  0.335  0.274 -0.369 -0.369 -0.111
1.19  0.312  0.255 -0.379 -0.379 -0.122
1.20  0.288  0.232 -0.390 -0.390 -0.134
1.21  0.267  0.203 -0.402 -0.402 -0.145
1.22  0.246  0.174 -0.413 -0.413 -0.157
1.23  0.229  0.145 -0.423 -0.423 -0.168
1.24  0.209  0.114 -0.433 -0.433 -0.179
1.25  0.190  0.085 -0.441 -0.441 -0.191
1.26  0.169  0.061 -0.450 -0.450 -0.202
1.27  0.150  0.037 -0.459 -0.459 -0.213
1.28  0.128  0.011 -0.469 -0.469 -0.224
1.29  0.109 -0.016 -0.478 -0.478 -0.235
1.30  0.087 -0.046 -0.486 -0.486 -0.246
1.31  0.066 -0.076 -0.494 -0.494 -0.256
1.32  0.044 -0.106 -0.503 -0.503 -0.267
1.33  0.023 -0.138 -0.511 -0.511 -0.278
1.34  0.001 -0.170 -0.520 -0.520 -0.288
1.35 -0.019 -0.199 -0.528 -0.528 -0.299
1.36 -0.038 -0.226 -0.536 -0.536 -0.309
1.37 -0.055 -0.253 -0.543 -0.543 -0.320
1.38 -0.073 -0.277 -0.547 -0.547 -0.330
1.39 -0.089 -0.300 -0.550 -0.550 -0.340
1.40 -0.101 -0.319 -0.551 -0.551 -0.351
1.41 -0.112 -0.335 -0.551 -0.551 -0.361
1.42 -0.121 -0.349 -0.551 -0.551 -0.371
1.43 -0.128 -0.363 -0.551 -0.551 -0.381
1.44 -0.134 -0.375 -0.550 -0.550 -0.391
1.45 -0.137 -0.385 -0.549 -0.549 -0.401
1.46 -0.140 -0.393 -0.550 -0.550 -0.411
1.47 -0.142 -0.399 -0.554 -0.554 -0.421
1.48 -0.142 -0.406 -0.558 -0.558 -0.431
1.49 -0.141 -0.414 -0.562 -0.562 -0.440
1.50 -0.141 -0.421 -0.565 -0.565 -0.450
1.51 -0.141 -0.428 -0.567 -0.567 -0.460
1.52 -0.143 -0.434 -0.569 -0.569 -0.469
1.53 -0.146 -0.441 -0.572 -0.572 -0.479
1.54 -0.151 -0.448 -0.575 -0.575 -0.488
1.55 -0.158 -0.457 -0.580 -0.580 -0.498
1.56 -0.165 -0.470 -0.586 -0.586 -0.507
1.57 -0.174 -0.484 -0.592 -0.592 -0.516
1.58 -0.183 -0.499 -0.598 -0.598 -0.525
1.59 -0.192 -0.514 -0.603 -0.603 -0.535
1.60 -0.200 -0.527 -0.608 -0.608 -0.544
