0.00  1.168  0.572  0.004  0.004  0.617
0.01  1.141  0.510 -0.012 -0.012  0.592
0.02  1.098  0.451 -0.027 -0.027  0.567
0.03  1.077  0.421 -0.046 -0.046  0.543
0.04  0.995  0.355 -0.065 -0.065  0.519
0.05  0.964  0.293 -0.081 -0.081  0.496
0.06  0.881  0.262 -0.100 -0.100  0.472
0.07  0.847  0.210 -0.121 -0.121  0.449
0.08  0.793  0.155 -0.139 -0.139  0.427
0.09  0.767  0.115 -0.155 -0.155  0.404
0.10  0.736  0.058 -0.175 -0.175  0.382
0.11  0.669 -0.017 -0.199 -0.199  0.360
0.12  0.644 -0.102 -0.230 -0.230  0.339
0.13  0.585 -0.195 -0.254 -0.254  0.318
0.14  0.550 -0.258 -0.262 -0.262  0.297
0.15  0.543 -0.302 -0.248 -0.248  0.276
0.16  0.552 -0.313 -0.209 -0.209  0.255
0.17  0.584 -0.290 -0.160 -0.160  0.235
0.18  0.637 -0.247 -0.122 -0.122  0.215
0.19  0.695 -0.177 -0.100 -0.100  0.195
0.20  0.758 -0.109 -0.101 -0.101  0.176
0.21  0.808 -0.062 -0.121 -0.121  0.156
0.22  0.808 -0.040 -0.159 -0.159  0.137
0.23  0.747 -0.063 -0.207 -0.207  0.119
0.24  0.676 -0.126 -0.258 -0.258  0.100
0.25  0.603 -0.207 -0.302 -0.302  0.082
0.26  0.526 -0.293 -0.331 -0.331  0.063
0.27  0.475 -0.368 -0.348 -0.348  0.045
0.28  0.436 -0.425 -0.356 -0.356  0.028
0.29  0.416 -0.468 -0.362 -0.362  0.010
0.30  0.426 -0.497 -0.367 -0.367 -0.007
0.31  0.415 -0.517 -0.372 -0.372 -0.024
0.32  0.406 -0.529 -0.379 -0.379 -0.041
0.33  0.401 -0.544 -0.385 -0.385 -0.058
0.34  0.385 -0.559 -0.392 -0.392 -0.075
0.35  0.361 -0.570 -0.399 -0.399 -0.091
0.36  0.330 -0.584 -0.406 -0.406 -0.107
0.37  0.293 -0.601 -0.413 -0.413 -0.123
0.38  0.258 -0.618 -0.421 -0.421 -0.139
0.39  0.224 -0.630 -0.431 -0.431 -0.155
0.40  0.193 -0.642 -0.445 -0.445 -0.170
0.41  0.161 -0.656 -0.462 -0.462 -0.185
0.42  0.129 -0.665 -0.487 -0.487 -0.201
0.43  0.093 -0.675 -0.522 -0.522 -0.216
0.44  0.055 -0.685 -0.572 -0.572 -0.230
0.45  0.008 -0.701 -0.640 -0.640 -0.245
0.46 -0.040 -0.724 -0.727 -0.727 -0.259
0.47 -0.093 -0.750 -0.827 -0.827 -0.274
0.48 -0.148 -0.779 -0.930 -0.930 -0.288
0.49 -0.206 -0.807 -1.024 -1.024 -0.302
0.50 -0.267 -0.831 -1.095 -1.095 -0.316
0.51 -0.326 -0.853 -1.140 -1.140 -0.329
0.52 -0.383 -0.870 -1.154 -1.154 -0.343
0.53 -0.434 -0.881 -1.135 -1.135 -0.356
0.54 -0.477 -0.882 -1.089 -1.089 -0.370
0.55 -0.501 -0.872 -1.027 -1.027 -0.383
0.56 -0.505 -0.851 -0.959 -0.959 -0.396
0.57 -0.488 -0.823 -0.883 -0.883 -0.408
0.58 -0.452 -0.794 -0.805 -0.805 -0.421
0.59 -0.401 -0.770 -0.736 -0.736 -0.434
0.60 -0.340 -0.755 -0.680 -0.680 -0.446
0.61 -0.280 -0.752 -0.638 -0.638 -0.458
0.62 -0.234 -0.762 -0.616 -0.616 -0.470
0.63 -0.212 -0.780 -0.609 -0.609 -0.482
0.64 -0.218 -0.805 -0.608 -0.608 -0.494
0.65 -0.248 -0.837 -0.607 -0.607 -0.506
0.66 -0.298 -0.873 -0.605 -0.605 -0.517
0.67 -0.361 -0.910 -0.603 -0.603 -0.529
0.68 -0.428 -0.940 -0.601 -0.601 -0.540
0.69 -0.490 -0.961 -0.600 -0.600 -0.552
0.70 -0.545 -0.975 -0.601 -0.601 -0.563
0.71 -0.591 -0.980 -0.604 -0.604 -0.574
0.72 -0.628 -0.977 -0.610 -0.610 -0.585
0.73 -0.658 -0.970 -0.617 -0.617 -0.595
0.74 -0.677 -0.967 -0.627 -0.627 -0.606
0.75 -0.685 -0.968 -0.639 -0.639 -0.616
0.76 -0.682 -0.974 -0.653 -0.653 -0.627
0.77 -0.675 -0.981 -0.670 -0.670 -0.637
0.78 -0.663 -0.993 -0.691 -0.691 -0.647
0.79 -0.645 -1.009 -0.715 -0.715 -0.657
0.80 -0.622 -1.027 -0.743 -0.743 -0.667
0.81 -0.600 -1.047 -0.775 -0.775 -0.677
0.82 -0.579 -1.068 -0.810 -0.810 -0.687
0.83 -0.563 -1.090 -0.848 -0.848 -0.697
0.84 -0.552 -1.110 -0.888 -0.888 -0.706
0.85 -0.545 -1.126 -0.926 -0.926 -0.716
0.86 -0.549 -1.137 -0.962 -0.962 -0.725
0.87 -0.561 -1.144 -0.993 -0.993 -0.734
0.88 -0.582 -1.143 -1.019 -1.019 -0.743
0.89 -0.608 -1.135 -1.036 -1.036 -0.752
0.90 -0.636 -1.119 -1.046 -1.046 -0.761
0.91 -0.661 -1.093 -1.051 -1.051 -0.770
0.92 -0.677 -1.061 -1.050 -1.050 -0.779
0.93 -0.684 -1.028 -1.045 -1.045 -0.788
0.94 -0.682 -0.988 -1.038 -1.038 -0.796
0.95 -0.668 -0.940 -1.029 -1.029 -0.805
0.96 -0.648 -0.890 -1.021 -1.021 -0.813
0.97 -0.624 -0.840 -1.017 -1.017 -0.821
0.98 -0.594 -0.791 -1.016 -1.016 -0.829
0.99 -0.560 -0.743 -1.012 -1.012 -0.837
1.00 -0.524 -0.697 -1.008 -1.008 -0.845
1.01 -0.494 -0.655 -1.006 -1.006 -0.853
1.02 -0.467 -0.615 -1.002 -1.002 -0.861
1.03 -0.450 -0.579 -0.997 -0.997 -0.869
1.04 -0.444 -0.554 -0.992 -0.992 -0.877
1.05 -0.448 -0.539 -0.984 -0.984 -0.884
1.06 -0.464 -0.529 -0.975 -0.975 -0.892
1.07 -0.493 -0.535 -0.967 -0.967 -0.899
1.08 -0.532 -0.563 -0.960 -0.960 -0.906
1.09 -0.582 -0.602 -0.958 -0.958 -0.914
1.10 -0.639 -0.652 -0.965 -0.965 -0.921
1.11 -0.700 -0.711 -0.977 -0.977 -0.928
1.12 -0.764 -0.774 -0.994 -0.994 -0.935
1.13 -0.828 -0.837 -1.011 -1.011 -0.942
1.14 -0.887 -0.895 -1.026 -1.026 -0.949
1.15 -0.942 -0.946 -1.040 -1.040 -0.955
1.16 -0.990 -0.989 -1.051 -1.051 -0.962
1.17 -1.025 -1.022 -1.056 -1.056 -0.969
1.18 -1.057 -1.043 -1.058 -1.058 -0.975
1.19 -1.081 -1.052 -1.056 -1.056 -0.982
1.20 -1.089 -1.053 -1.054 -1.054 -0.988
1.21 -1.089 -1.042 -1.048 -1.048 -0.994
1.22 -1.085 -1.024 -1.040 -1.040 -1.000
1.23 -1.069 -1.003 -1.033 -1.033 -1.007
1.24 -1.047 -0.976 -1.024 -1.024 -1.013
1.25 -1.026 -0.952 -1.016 -1.016 -1.019
1.26 -0.996 -0.929 -1.008 -1.008 -1.025
1.27 -0.970 -0.911 -0.999 -0.999 -1.031
1.28 -0.954 -0.901 -0.991 -0.991 -1.036
1.29 -0.932 -0.897 -0.982 -0.982 -1.042
1.30 -0.929 -0.900 -0.976 -0.976 -1.048
1.31 -0.938 -0.906 -0.970 -0.970 -1.053
1.32 -0.953 -0.919 -0.964 -0.964 -1.059
1.33 -0.980 -0.931 -0.964 -0.964 -1.064
1.34 -1.016 -0.948 -0.964 -0.964 -1.070
1.35 -1.056 -0.964 -0.966 -0.966 -1.075
1.36 -1.095 -0.981 -0.970 -0.970 -1.080
1.37 -1.135 -0.998 -0.971 -0.971 -1.085
1.38 -1.171 -1.015 -0.973 -0.973 -1.091
1.39 -1.205 -1.036 -0.976 -0.976 -1.096
1.40 -1.236 -1.055 -0.983 -0.983 -1.101
1.41 -1.258 -1.079 -0.992 -0.992 -1.106
1.42 -1.276 -1.105 -1.003 -1.003 -1.110
1.43 -1.290 -1.133 -1.015 -1.015 -1.115
